Conferência,Quantidade Etapas,Título Etapa,Url Etapa,Descricao Etapa,Inscritos Etapa,Regiao Etapa,Status Etapa,Data Etapa,Propostas Etapa,Quantidade Propostas Etapa
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência Municipal de Meio Ambiente de Rio Piracicaba,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1519,"A conferência ocorrera no dia 24/01/2025 as 08h as 17h com tema Emergência Climática, onde vai ser abordados temas como, educação ambiente, adaptação e preparação de desastres. Será realizada no municípios de Rio Piracicaba",Não informado,"Rio Piracicaba, Minas Gerais",Não informado,24 de Janeiro 2025 08:00 às 17:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência Municipal de Meio Ambiente de Sabará: transformação ecológica e justiça climática,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1725,"O evento será realizado presencialmente no dia 25 de janeiro de 2025, no Auditório do IFMG – Campus Sabará, localizado na Rodovia MG 262, KM 10, no bairro Sobradinho, Sabará – MG.
Objetivo:A conferência tem como propósito central debater e propor estratégias para mitigar emissões de gases de efeito estufa, promover a adaptação às mudanças climáticas, superar as desigualdades socioambientais e fomentar a participação social e a educação ambiental. A agenda enfatiza a descarbonização inclusiva da economia e a construção de resiliência local.
Eixos Temáticos:Os debates e oficinas serão estruturados em torno dos seguintes eixos:Mitigação: Estratégias para a redução de emissões de gases de efeito estufa.Adaptação e Preparação para Desastres: Soluções para a prevenção de riscos e redução de perdas e danos.Justiça Climática: Políticas e ações voltadas à superação das desigualdades socioambientais.Transformação Ecológica: Iniciativas para a descarbonização econômica aliada à inclusão social.Governança e Educação Ambiental: Promoção da participação social e controle ambiental.
Público-Alvo e Participação:O evento prevê a presença de cerca de 100 participantes, incluindo gestores públicos, estudantes, pesquisadores, professores, lideranças comunitárias, representantes de ONGs, movimentos sociais e cidadãos interessados em temas ambientais.
Programação:
8h30 – 9h: Credenciamento e abertura oficial.9h – 10h30: Mesa redonda: ""Mitigação e adaptação às mudanças climáticas: desafios e soluções locais"".10h30 – 10h45: Intervalo.10h45 – 12h30: Oficinas temáticas por eixo.12h30 – 14h: Almoço.14h – 15h30: Continuação das oficinas temáticas por eixo.15h30 – 16h30: Plenária final para apresentação das propostas, eleição dos delegados e encerramento.
Organização:O evento é organizado pela Prefeitura Municipal de Sabará, representada pelo responsável indicado, em parceria com o IFMG – Campus Sabará.",Não informado,"Sabará, Minas Gerais",Não informado,25 de Janeiro 2025 08:30 às 16:30,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37477', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37473', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37482', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37479', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37475', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37489', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37491', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37494', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37499', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37500']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª CONFERENCIA MUNICIPAL DE MEIO AMBIENTE DE SANTA-FÉ,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/2057,"Conferência Municipal sobre o Meio Ambiente com o tema: ""Emergências Climáticas"".",0,"Santa Fé, Paraná",Não informado,23 de Janeiro 2025 14:00 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39229', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39234', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39238', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39246', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39249', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39254', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39257', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39261', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39270', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39277']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência Municipal de Meio Ambiente de São Domingos do Prata,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/2021,"A primeira Conferência Municipal de Meio Ambiente de São Domingos do Prata tem como Tema: ""Emergência Climática : O Desafio da Transformação Ecológica"". Tem como finalidade discutir os feitos e propostas de ações do município quanto as mudanças climáticas, diante dos eventos extremos cada vez mais frequentes e intensos. Será trabalhado (05)cinco eixos: Mitigação, Adaptação e preparação para desastres, Transformação ecológica, Justiça climática e Governança e Educação Ambiental.",0,"São Domingos do Prata, Minas Gerais",Não informado,23 de Janeiro 2025 00:08 às 16:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39322', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39319', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39321', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39310', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39312', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39315', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39316', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39317', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39318', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39336']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência Municipal de Meio Ambiente de São Lourenço - MG,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/809,"A Conferência Municipal de Meio Ambiente é a primeira etapa da 5ª Conferência Nacional do Meio Ambiente e a primeira de São Lourenço - MG.
O propósito da Conferência Municipal do Meio Ambiente é:• Incentivar a ampla participação da população na construção de propostas para oenfrentamento da emergência climática, em seus cinco eixos temáticos.• Criar e enviar 10 propostas (2 por eixo temático) sobre os eixos temáticos para aConferência Estadual do Meio Ambiente.• Eleger dentre participantes a delegação que representará o município na etapaestadual da 5ª Conferência Nacional do Meio Ambiente, observando os critérios degênero e etnia.
Durante a Conferência Municipal, os participantes poderão apresentar propostas para enfrentar o aumento global da temperatura e suas consequências dentro dos cinco eixos definidos pela 5ª Conferência Nacional do Meio Ambiente:
• Mitigação: redução da emissão de gases de efeito estufa.• Adaptação e preparação para desastres: prevenção de riscos e redução de perdas e danos.• Justiça climática: superação das desigualdades.• Transformação ecológica: descarbonização da economia com maior inclusão social.• Governança e Educação Ambiental: participação e controle social.
Esse é um momento único para juntos discutirmos, refletirmos e propormos ações que contribuam para a sustentabilidade e a preservação do nosso meio ambiente. A participação da população é essencial para garantir que as decisões sobre o meio ambiente atendam realmente às necessidades da nossa comunidade. Quando todos colaboram, as soluções são mais práticas e representativas, além de promoverem aprendizado e conscientização sobre a importância de cuidar do meio ambiente.
Por isso, venha fazer parte da conferência com a gente!!!",Não informado,"São Lourenço, Minas Gerais",Não informado,14 de Dezembro 2024 08:30 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31789', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31792', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/31793']",3
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência Municipal de Meio Ambiente de São Luiz do Paraitinga,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1200,"A 1ª Conferência Municipal de Meio Ambiente de São Luiz do Paraitinga será realizada no dia 13 de dezembro de 2023 em formato presencial, no auditório da Biblioteca Municipal, Rua Monsenhor Ignácio Gioia, centro, São Luiz do Paraitinga,O evento será organizado pela Diretoria Municipal de Agricultura e Meio Ambiente, em parceria com a Sociedade Civil que formará de forma paritária a comissão organizadora.O Evento acontecerá das 8:00 às 18:00 onde ocorrerão debates, serão produzidas 10 propostas que serão encaminhadas para a Conferência Estadual e serão eleitos delegados que representarão o município na Conferência Estadual.",0,"São Luiz do Paraitinga, São Paulo",Não informado,13 de Dezembro 2024 08:00 às 18:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência Municipal de Meio Ambiente de São Miguel do Guamá - PA,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1246,"A Prefeitura Municipal de São Miguel do Guamá - PA, por meio da Secretaria Municipal de Meio Ambiente (SEMMA), vai realizar a 1ª Conferência Municipal de Meio Ambiente, que acontecerá no dia 12/12, quinta-feira, das 07h30 às 17h30, no Auditório do Porto Futuro - Complexo Beira -Rio.
A 1ª Conferência Municipal do Meio Ambiente, tem como tema: Emergência Climática - O Desafio da Transformação Ecológica.E conta com os eixos temáticos:- Mitigação- Adaptação e preparação para desastres- Justiça Climática- Transformação Ecológica- Governança e Educação AmbientalVenha fazer parte da nossa Conferência Municipal de Meio Ambiente. Esta é a etapa preparatória para a 5ª Conferência Estadual e Nacional de Meio Ambiente.Juntos, faremos um Meio Ambiente melhor!",Não informado,"São Miguel do Guamá, Pará",Não informado,12 de Dezembro 2024 07:30 às 17:30,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência Municipal de Meio Ambiente de São Miguel dos Campos,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1329,"A 1ª CMMA tem por objetivo analisar, propor e deliberar propostas com base na realidade local de São Miguel dos Campos, e eleger pessoas delegadas para 5ª Conferência Estadual do Meio Ambiente, nos termos Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) nº 1.079, de 10 de junho de 2024, que convoca a 5ª Conferência Nacional do Meio Ambiente - 5ª CNMA.",0,"São Miguel dos Campos, Alagoas",Não informado,12 de Dezembro 2024 13:00 às 19:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38758', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38759', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38760', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38761', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38762', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38763', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38764', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38765', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38766', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38767']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência Municipal de Meio Ambiente de São Pedro da Aldeia,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/583,"A 1ª Conferência Municipal de Meio Ambiente de São Pedro da Aldeia está sendo organizada para uma participação direta da população vulnerável, pois o Tema ""Emergência Climática, o desafio da transformação ecológico"", necessita ser discutido pelos cidadãos, instituições afins e poder público para uma construção de políticas públicas que diminuam os impactos e melhorem a qualidade de vida dos munícipes.",Não informado,"São Pedro da Aldeia, Rio de Janeiro",Não informado,29 de Novembro 2024 09:00 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/54726', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/54727', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/54728', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/54729']",4
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência Municipal de Meio Ambiente de São Sebastião do Caí,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1987,"A 1ª Conferência Municipal de Meio Ambiente de São Sebastião do Caí, abordará o tema central “Emergência Climática”.
O evento contará com especialistas, gestores públicos, organizações da sociedade civil e atores sociais, com o foco no debate e proposição de ações relacionadas a emergência climática. Serão abordados 5 temas principais:• I – Mitigação:Exploração de estratégias e políticas para reduzir as emissões de gases de efeito estufa, promovendo práticas sustentáveis e inovadoras em diversos setores.• II – Adaptação e Preparação para Desastres:Discussão sobre medidas preventivas e de adaptação para enfrentar os efeitos adversos das mudanças climáticas, com foco na resiliência das comunidades e infraestrutura local.• III – Transformação Ecológica:Debates sobre a transição para uma economia verde, integrando a sustentabilidade ambiental nas práticas econômicas e sociais, e promovendo o uso responsável dos recursos naturais.• IV – Justiça Climática:Análise das implicações sociais das mudanças climáticas, assegurando que as políticas de clima incluam e beneficiem de maneira equitativa todos os segmentos da sociedade, especialmente os mais vulneráveis.• V – Governança e Educação Ambiental:Enfatizando a importância de uma governança eficaz e inclusiva para a ação climática e a necessidade de programas educacionais para sensibilizar e capacitar a população sobre os desafios e soluções climáticas.
O objetivo principal do evento é promover uma construção coletiva, com a atuação conjunta de todos os setores da sociedade, de políticas e ações que visem a mitigação e a adaptação no contexto das mudanças climáticas locais. A participação de todos é imprescindível para a busca de um ambiente mais sustentável e preparado para os impactos causados pelas mudanças climáticas.
PARTICIPE!",Não informado,"São Sebastião do Caí, Rio Grande do Sul",Não informado,11 de Fevereiro 2025 08:00 às 16:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48608', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48609', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48610', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48611', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48612', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48613', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48614', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48615', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48616', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48617']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência Municipal de Meio Ambiente de São Vicente/SP,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1093,"1ª CONFERÊNCIA MUNICIPAL DE MEIO AMBIENTE DE SÃO VICENTE (CMMA)
O clima está mudando: temperaturas mais altas, enchentes, secas e tempestades são cada vez mais frequentes e afetam diretamente o dia a dia de quem vive em São Vicente, especialmente aqueles em condições mais vulneráveis. Mas e se houvesse uma forma de mudar isso? De colocar em prática ideias vindas diretamente da nossa comunidade para enfrentar essa crise climática?
No dia 06 de dezembro de 2024, das 8h30 às 18h, você tem a chance de fazer a diferença! Irá acontecer a 1ª Conferência Municipal do Meio Ambiente de São Vicente na Universidade UNIBR localizada na Rua Sorocabana, nº59, Centro e está aberta a todos os vicentinos com mais de 16 anos, especialmente para quem vive em regiões mais vulneráveis aos impactos das mudanças climáticas.
Por que participar ?
Esta é uma chance de contribuir diretamente para que São Vicente enfrente a emergência climática com ações práticas e justas. A Conferência vai reunir ideias e propostas de quem conhece a realidade local para criar um plano de ação com base em cinco temas importantes:
Mitigação: Como reduzir a emissão de gases poluentes?
Adaptação e Preparação para Desastres: Como se prevenir e reduzir os danos das catástrofes climáticas?
Justiça Climática: Como combater as desigualdades que as mudanças climáticas causam?
Transformação Ecológica: Como descarbonizar a economia de forma inclusiva?
Governança e Educação Ambiental: Como garantir que todos tenham voz e aprendam a proteger o meio ambiente?
A Conferência é um espaço para que todos – independente de idade, conhecimento técnico ou experiência – compartilhem suas ideias e opiniões. Queremos promover um grande diálogo, onde todos tenham espaço para falar. Ao final do evento, serão escolhidas as 10 propostas mais relevantes, que seguirão para as conferências estaduais e nacionais. Além disso, vamos eleger representantes do município que levarão nossas propostas adiante.",Não informado,"São Vicente, São Paulo",Não informado,06 de Dezembro 2024 09:00 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29302', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29308', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29313', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29256', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29247', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29316', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29278', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29298', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29311', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29315']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência Municipal de Meio Ambiente de Taubaté,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1451,"A Prefeitura Municipal de Taubaté, através da Portaria SEMABEA Nº15 de 19 de dezembro de 2024, convoca a 1ª Conferência Municipal de Meio Ambiente, a ser realizada presencialmente no dia 22 de janeiro de 2025, das 08h às 17h, no auditório SEDES, tendo como tema central: ""Emergência Climática: o desafio da transformação ecológica"".",Não informado,"Taubaté, São Paulo",Não informado,22 de Janeiro 2025 08:00 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37889', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37888', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37904', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37910', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37907', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37891', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37902', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37895', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37898', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37886']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência Municipal de Meio Ambiente de Três Rios,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1965,"A Conferência Municipal de Meio Ambiente é a primeira etapa da 5ª Conferência Nacional do Meio Ambiente. O propósito da Conferência Municipal do Meio Ambiente é:Incentivar a ampla participação da população na construção de propostas para o enfrentamento da emergência climática, em seus cinco eixos temáticos.Criar e enviar 10 propostas (2 por eixo temático) sobre os eixos temáticos para a Conferência Estadual do Meio Ambiente.Eleger dentre participantes a delegação que representará o município na etapa estadual da 5ª Conferência Nacional do Meio Ambiente.QUANDO E ONDE OCORRERÁ?
A 1ª Conferência Municipal do Meio Ambiente de Três Rios ocorrerá no dia 24 de Janeiro de 2025, a partir das 08h no Auditório Jeanete Aguiar, localizada na Avenida Tenente Eneas Torno, s/n, Horto Municipal, Nova Niterói - Três Rios/RJ.
QUEM PODERÁ PARTICIPAR?Poderá participar da Conferência Municipal do Meio Ambiente qualquer pessoa maior de 16 anos*, devidamente inscrita, assegurando a ampla participação de representantes da sociedade civil e do poder público.
*Os menores de 18 anos que se inscreverem, deverão apresentar autorização por escrito dos pais ou responsáveis, acompanhado de cópia do documento de identidade.
PROGRAMAÇÃO
08:00 - 08:30    Credenciamento -  Inscrição de candidatos para formação da Delegação Municipal e Divisão dos 5 Grupos de Trabalho (GT) e Coffee break08:30 - 09:00    Abertura oficial e apresentação da programação09:00 - 10:00    Dinâmica sobre o Tema e os 5 Eixos (1 especialista por Eixo)10:00 - 10:45    Reunião dos Grupos de Trabalho (GT) por Eixo Temático10:45 - 11:30    Plenária para leitura e defesa das propostas11:30 - 12:00    Eleição da Delegação Municipal12:30                 Encerramento",Não informado,"Três Rios, Rio de Janeiro",Não informado,24 de Janeiro 2025 08:00 às 13:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38392', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38400', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38402', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38441', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38403', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38437', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38371', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38408', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38374', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38440']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência Municipal de Meio Ambiente de Uberlândia,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1873,1ª Conferência Municipal de Meio Ambiente realizada pela Prefeitura Municipal de Uberlândia,Não informado,"Uberlândia, Minas Gerais",Não informado,24 de Janeiro 2025 09:00 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37312', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37310', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37308', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37309', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37311', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37313', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37314', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37315', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37316', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37317']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência Municipal de Meio Ambiente de Uruará,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1750,1ª Conferência Municipal de Meio Ambiente de Uruará,0,"Uruará, Pará",Não informado,23 de Janeiro 2025 08:00 às 18:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª CONFERÊNCIA MUNICIPAL DE MEIO AMBIENTE DE VARGINHA: EMERGÊNCIA CLIMÁTICA - O DESAFIO DA TRANSFORMAÇÃO ECOLÓGICA,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1312,"Varginha mobiliza Conferência Municipal sobre a Emergência ClimáticaOcorrerá no dia 23 de janeiro de 2025, no INPREV, das 08:00 às 16:00 horas, a Conferência Municipal do Meio Ambiente de Varginha.. A Conferência é uma das etapas mais importantes da 5ª Conferência Nacional do Meio Ambiente (CNMA) e tem como objetivo incentivar a ampla participação da população na construção de propostas para enfrentar os desafios climáticos, além de eleger delegados que representarão o município na etapa estadual.",Não informado,"Varginha, Minas Gerais",Não informado,23 de Janeiro 2025 08:00 às 16:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37630', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37631', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37632', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37633', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37635', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37636', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37637', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37639', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37655', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37657']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª CONFERÊNCIA MUNICIPAL DE MEIO AMBIENTE DE VILA PROPÍCIO GOIÁS,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/691,CONFERÊNCIA MUNICIPAL DE MEIO AMBIENTE PARA ENFRENTAMENTO DA EMERGÊNCIA CLIMÁTICA DE VILA PROPÍCIO GOIÁS TERÁ O INTUITO DE CONTRIBUIR COM SOLUÇÕES LOCAIS PARA O TEMA.SERÁ REALIZADA NAS DEPENDÊNCIAS DA CÂMARA MUNICIPAL DE VILA PROPÍCIO E TERÁ AMPLA PARTICIPAÇÃO POPULAR.,0,"Vila Propício, Goiás",Não informado,10 de Dezembro 2024 13:30 às 16:30,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,1ª Conferência Municipal de Meio Ambiente do Município de Curvelo/MG,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/652,"A 1ª Conferência Municipal do Meio Ambiente do Município de Curvelo tem como objetivo promover um diálogo amplo e inclusivo sobre a emergência climática. A iniciativa permitirá que toda a população curvelana possa propor soluções baseadas na realidade local para o enfrentamento das mudanças climáticas. Além disso, a conferência elegerá os(as) delegados(as) para a Conferência Estadual do Meio Ambiente, nos termos da Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) nº 1.079, de 10 de junho de 2024, que convoca a 5ª Conferência Nacional do Meio Ambiente.",0,"Curvelo, Minas Gerais",Não informado,11 de Dezembro 2024 13:00 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39876', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39878', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39880', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39883', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39886', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39884', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39888', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39887', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39890', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39891']",10
